
running 5676 tests
test session::slash_commands::tests::available_commands_orders_builtins_first ... ok
test session::slash_commands::tests::available_commands_populates_acp_fields ... ok
test session::slash_commands::tests::available_commands_qualifies_builtin_colliding_skill ... ok
test session::slash_commands::tests::available_commands_uses_qualified_names_for_duplicates ... ok
test session::slash_commands::tests::build_skill_information_for_refs_loads_and_wraps ... ok
test session::slash_commands::tests::build_tools_meta_serialises_tool_names ... ok
test session::slash_commands::tests::compact_parses_optional_context ... ok
test session::slash_commands::tests::default_availability_is_fail_closed_on_every_gate ... ok
test session::slash_commands::tests::dream_builtin_shadows_same_named_skill ... ok
test session::slash_commands::tests::dream_resolves_to_builtin_action ... ok
test session::slash_commands::tests::expert_future_surface_is_fail_closed ... ok
test session::slash_commands::tests::expert_is_advertised_to_acp_clients_only_when_enabled ... ok
test session::slash_commands::tests::expert_public_e2_surface_resolves ... ok
test session::slash_commands::tests::expert_vision_preserves_only_real_image_blocks_in_order ... ok
test session::slash_commands::tests::feedback_does_not_resolve_when_disabled ... ok
test session::slash_commands::tests::feedback_resolves_when_enabled ... ok
test session::slash_commands::tests::flush_builtin_shadows_same_named_skill ... ok
test session::slash_commands::tests::flush_hidden_when_memory_gate_off_visible_when_on ... ok
test session::slash_commands::tests::flush_resolves_to_builtin_action ... ok
test session::slash_commands::tests::goal_args_provided ... ok
test session::slash_commands::tests::goal_clear_resolves_to_clear ... ok
test session::slash_commands::tests::goal_command_name_is_goal ... ok
test session::slash_commands::tests::goal_does_not_resolve_when_update_goal_unavailable ... ok
test session::slash_commands::tests::goal_empty_resolves_to_status ... ok
test session::slash_commands::tests::goal_expert_flag_is_exact_and_composes_with_budget ... ok
test session::slash_commands::tests::goal_objective_resolves_to_set ... ok
test session::slash_commands::tests::goal_pause_resolves_to_pause ... ok
test session::slash_commands::tests::goal_resume_resolves_to_resume ... ok
test session::slash_commands::tests::goal_set_budget_accepts_boundary_and_extra_whitespace ... ok
test session::slash_commands::tests::goal_set_malformed_budget_stays_in_objective ... ok
test session::slash_commands::tests::goal_set_preserves_original_casing ... ok
test session::slash_commands::tests::goal_set_trailing_budget_flag_parses ... ok
test session::slash_commands::tests::goal_status_keyword_resolves_to_status ... ok
test session::slash_commands::tests::goal_tracker_account_elapsed_flushes_delta ... ok
test session::slash_commands::tests::goal_tracker_clear_removes_orchestration ... ok
test session::slash_commands::tests::goal_tracker_create_replaces_existing ... ok
test session::slash_commands::tests::goal_tracker_create_sets_active ... ok
test session::slash_commands::tests::goal_tracker_pause_only_when_active ... ok
test session::slash_commands::tests::goal_tracker_resume_only_when_paused ... ok
test session::slash_commands::tests::goal_tracker_status_with_no_goal_returns_none ... ok
test session::slash_commands::tests::goalexpert_is_a_goal_alias_with_no_new_runtime_actions ... ok
test session::slash_commands::tests::loop_does_not_resolve_when_scheduler_unavailable ... ok
test session::slash_commands::tests::loop_instruction_derives_interval_without_default_or_inline_execute ... ok
test session::slash_commands::tests::loop_prompt_matches_pager_wording ... ok
test session::slash_commands::tests::loop_usage_has_no_10m_default ... ok
test session::slash_commands::tests::mem_alias_resolves_to_memory_browse ... ok
test session::slash_commands::tests::mem_alias_resolves_toggle_with_args ... ok
test session::slash_commands::tests::memory_bare_resolves_to_browse ... ok
test session::slash_commands::tests::memory_not_resolved_when_not_configured ... ok
test session::slash_commands::tests::memory_on_off_resolves_to_toggle ... ok
test session::slash_commands::tests::memory_resolves_when_disabled_but_configured ... ok
test session::slash_commands::tests::parse_skill_refs_empty_text ... ok
test session::slash_commands::tests::parse_skill_refs_ignores_builtins ... ok
test session::slash_commands::tests::parse_skill_refs_ignores_unknown_slash ... ok
test session::slash_commands::tests::parse_skill_refs_multi_skill ... ok
test session::slash_commands::tests::parse_skill_refs_no_slash ... ok
test session::slash_commands::tests::parse_skill_refs_non_invocable_skill_ignored ... ok
test session::slash_commands::tests::parse_skill_refs_qualified_name ... ok
test session::slash_commands::tests::parse_skill_refs_single_no_args ... ok
test session::slash_commands::tests::parse_skill_refs_single_skill ... ok
test session::slash_commands::tests::parse_skill_refs_text_before_first_skill ... ok
test session::slash_commands::tests::parse_slash_prefix_extracts_name_and_args ... ok
test session::slash_commands::tests::parse_slash_prefix_ignores_non_leading_slash ... ok
test session::slash_commands::tests::parse_slash_prefix_trims_whitespace ... ok
test session::slash_commands::tests::pre_session_builtin_commands_advertises_goal_when_flag_enabled ... ok
test session::slash_commands::tests::pre_session_builtin_commands_excludes_gated_entries ... ok
test session::slash_commands::tests::resolve_ambiguous_bare_name_passes_through ... ok
test session::slash_commands::tests::resolve_builtin_shadows_same_named_skill ... ok
test session::slash_commands::tests::resolve_filters_non_invocable_skills ... ok
test session::slash_commands::tests::resolve_loop_annotates_block_with_compact_display_text ... ok
test session::slash_commands::tests::resolve_loop_without_args_uses_bare_command_display_text ... ok
test session::slash_commands::tests::resolve_parses_skill_with_args ... ok
test session::slash_commands::tests::resolve_passes_through_normal_prompts ... ok
test session::slash_commands::tests::resolve_passthrough_preserves_original_blocks ... ok
test session::slash_commands::tests::resolve_qualified_builtin_colliding_skill ... ok
test session::slash_commands::tests::resolve_qualified_skill_name ... ok
test session::slash_commands::tests::resolve_routes_builtin ... ok
test session::slash_commands::tests::resolve_routes_dream_builtin ... ok
test session::slash_commands::tests::resolve_routes_flush_builtin ... ok
test session::slash_commands::tests::skill_description_falls_back_when_no_short_description ... ok
test session::slash_commands::tests::status_alias_resolves_to_session_info ... ok
test session::slash_commands::tests::tool_schema_hash_is_order_stable_and_schema_sensitive ... ok
test session::slash_commands::tests::yolo_alias_resolves_to_always_approve ... ok
test session::storage::jsonl::tests::append_chat_message_no_spurious_newlines_on_clean_tail ... ok
test session::storage::jsonl::tests::append_chat_message_terminates_torn_trailing_line ... ok
test session::storage::jsonl::tests::append_update_terminates_torn_trailing_line ... ok
test session::storage::jsonl::tests::copy_fork_provenance_persisted_in_summary ... ok
test session::storage::jsonl::tests::copy_plan_mode_state_false_skips_plan_mode ... ok
test session::storage::jsonl::tests::copy_plan_state_false_skips_plan ... ok
test session::storage::jsonl::tests::copy_session_data_copies_compaction_segments_when_enabled ... ok
test session::storage::jsonl::tests::copy_session_kind_defaults_to_fork ... ok
test session::storage::jsonl::tests::copy_session_kind_override ... ok
test session::storage::jsonl::tests::copy_session_preserves_head_fields ... ok
test session::storage::jsonl::tests::copy_signals_false_skips_signals ... ok
test session::storage::jsonl::tests::copy_tool_state_false_skips_tool_state ... ok
test session::storage::jsonl::tests::deepseek_v4_tool_reasoning_survives_jsonl_reload_and_next_turn_conversion ... ok
test session::storage::jsonl::tests::delete_session_removes_dir_and_is_idempotent ... ok
test session::storage::jsonl::tests::expert_dual_metadata_survives_light_load_and_copy_does_not_replay_active ... ok
test session::storage::jsonl::tests::expert_state_roundtrips_light_and_copy_never_replays_active_task ... ok
test session::storage::jsonl::tests::fork_filter_clears_updates ... ok
test session::storage::jsonl::tests::fork_filter_consecutive_users_with_tool_calls ... ok
test session::storage::jsonl::tests::fork_filter_drops_trailing_incomplete_goal_turn_after_reasoning ... ok
test session::storage::jsonl::tests::fork_filter_empty_input_produces_empty ... ok
test session::storage::jsonl::tests::fork_filter_handles_consecutive_user_messages ... ok
test session::storage::jsonl::tests::fork_filter_keeps_multi_tool_cycle_turn_with_reasoning ... ok
test session::storage::jsonl::tests::fork_filter_keeps_multi_tool_turn_with_reasoning_between_results ... ok
test session::storage::jsonl::tests::fork_filter_keeps_turn_with_reasoning_between_user_and_assistant ... ok
test session::storage::jsonl::tests::fork_filter_preserves_complete_tool_turn ... ok
test session::storage::jsonl::tests::fork_filter_removes_synthetic_user_messages ... ok
test session::storage::jsonl::tests::fork_filter_strips_incomplete_tool_turn ... ok
test session::storage::jsonl::tests::fork_filter_truncates_at_complete_turn ... ok
test session::storage::jsonl::tests::fork_inherits_sandbox_profile ... ok
test session::storage::jsonl::tests::init_session_stamps_configured_profile_on_new_session ... ok
test session::storage::jsonl::tests::list_sessions_recent_empty_dir ... ok
test session::storage::jsonl::tests::list_sessions_recent_excludes_hidden_sessions ... ok
test session::storage::jsonl::tests::list_sessions_recent_returns_most_recent_by_mtime ... ok
test session::storage::jsonl::tests::list_sessions_recent_skips_corrupt_summary ... ok
test session::storage::jsonl::tests::list_sessions_recent_sorts_by_updated_at ... ok
test session::storage::jsonl::tests::list_sessions_recent_spans_multiple_workspaces ... ok
test session::storage::jsonl::tests::list_sessions_sorts_by_last_active_at_over_updated_at ... ok
test session::storage::jsonl::tests::load_session_without_updates_defers_rewind_points ... ok
test session::storage::jsonl::tests::load_session_without_updates_survives_merged_chat_line ... ok
test session::storage::jsonl::tests::merge_rewind_points_from_aborts_on_malformed_without_writing ... ok
test session::storage::jsonl::tests::merge_rewind_points_from_persists_merged_set ... ok
test session::storage::jsonl::tests::merge_rewind_points_from_round_trips_file_snapshots ... ok
test session::storage::jsonl::tests::read_chat_history_clean_file_writes_no_quarantine ... ok
test session::storage::jsonl::tests::read_chat_history_handles_hybrid_legacy_and_post_pr_lines ... ok
test session::storage::jsonl::tests::read_chat_history_is_idempotent_on_post_pr_sessions ... ok
test session::storage::jsonl::tests::read_chat_history_quarantine_preserves_first_evidence ... ok
test session::storage::jsonl::tests::read_chat_history_quarantines_original_on_image_strip ... ok
test session::storage::jsonl::tests::read_chat_history_skips_line_torn_mid_utf8_codepoint ... ok
test session::storage::jsonl::tests::read_chat_history_skips_merged_line_from_interrupted_append ... ok
test session::storage::jsonl::tests::read_chat_history_skips_torn_line_and_quarantines_original ... ok
test session::storage::jsonl::tests::read_chat_history_skips_torn_tail_without_trailing_newline ... ok
test session::storage::jsonl::tests::read_chat_history_skips_undecodable_but_valid_json_line ... ok
test session::storage::jsonl::tests::read_chat_history_upgrades_legacy_singular_reasoning_to_sibling ... ok
test session::storage::jsonl::tests::read_chat_history_upgrades_raw_output_parallel_tco_reasoning ... ok
test session::storage::jsonl::tests::read_updates_jsonl_skips_invalid_utf8_line ... ok
test session::storage::jsonl::tests::reads_never_modify_rewind_or_updates_files ... ok
test session::storage::jsonl::tests::scan_session_dirs_filters_by_cwd ... ok
test session::storage::jsonl::tests::scan_session_dirs_finds_all_sessions ... ok
test session::storage::jsonl::tests::scan_session_dirs_returns_empty_for_explicit_mode ... ok
test session::storage::jsonl::tests::scan_session_dirs_returns_empty_when_no_sessions_dir ... ok
test session::storage::jsonl::tests::scan_session_dirs_skips_non_directory_entries ... ok
test session::storage::jsonl::tests::strip_invalid_images_below_pixel_floor_stripped ... ok
test session::storage::jsonl::tests::strip_invalid_images_case_insensitive_base64_marker ... ok
test session::storage::jsonl::tests::strip_invalid_images_complete_jpeg_kept ... ok
test session::storage::jsonl::tests::strip_invalid_images_corrupt_base64_stripped ... ok
test session::storage::jsonl::tests::strip_invalid_images_empty_conversation ... ok
test session::storage::jsonl::tests::strip_invalid_images_empty_payload_stripped ... ok
test session::storage::jsonl::tests::strip_invalid_images_heals_tool_result_images ... ok
test session::storage::jsonl::tests::strip_invalid_images_http_url_untouched ... ok
test session::storage::jsonl::tests::strip_invalid_images_malformed_data_uri_no_base64_marker ... ok
test session::storage::jsonl::tests::strip_invalid_images_malformed_data_uri_no_comma ... ok
test session::storage::jsonl::tests::strip_invalid_images_mixed_valid_and_invalid ... ok
test session::storage::jsonl::tests::strip_invalid_images_non_user_items_untouched ... ok
test session::storage::jsonl::tests::strip_invalid_images_oversized_stripped ... ok
test session::storage::jsonl::tests::strip_invalid_images_truncated_jpeg_stripped ... ok
test session::storage::jsonl::tests::strip_invalid_images_truncated_png_stripped ... ok
test session::storage::jsonl::tests::strip_invalid_images_valid_data_uri_passes ... ok
test session::storage::jsonl::tests::summary_provenance_defaults_to_none ... ok
test session::storage::jsonl::tests::summary_provenance_survives_write_read_roundtrip ... ok
test session::storage::jsonl::tests::test_append_feedback_creates_file_and_persists ... ok
test session::storage::jsonl::tests::test_copy_session_data_basic ... ok
test session::storage::jsonl::tests::test_copy_session_data_copies_tool_state ... ok
test session::storage::jsonl::tests::test_copy_session_data_skips_tool_state_directory ... ok
test session::storage::jsonl::tests::test_copy_session_data_source_not_found ... ok
test session::storage::jsonl::tests::test_copy_session_data_transforms_xai_updates ... ok
test session::storage::jsonl::tests::test_copy_session_data_with_model_override ... ok
test session::storage::jsonl::tests::test_copy_session_data_without_plan ... ok
test session::storage::jsonl::tests::test_copy_session_data_without_tool_state ... ok
test session::storage::jsonl::tests::test_jsonl_round_trip ... ok
test session::storage::jsonl::tests::test_load_prompts_only ... ok
test session::storage::jsonl::tests::test_load_prompts_only_applies_rewind_truncation ... ok
test session::storage::jsonl::tests::test_load_prompts_only_empty_session ... ok
test session::storage::jsonl::tests::test_load_prompts_only_large_session ... ok
test session::storage::jsonl::tests::test_load_prompts_only_merges_multi_chunk_prompt ... ok
test session::storage::jsonl::tests::test_load_prompts_only_nonexistent_session ... ok
test session::storage::jsonl::tests::test_load_prompts_only_robust_to_malformed_lines ... ok
test session::storage::jsonl::tests::test_subagent_notifications_round_trip ... ok
test session::storage::jsonl::tests::test_subagent_spawned_resumed_roundtrip ... ok
test session::storage::jsonl::tests::test_xai_session_update_round_trip ... ok
test session::storage::jsonl::tests::update_current_model_persists_leaves_and_clears_reasoning_effort ... ok
test session::storage::jsonl::tests::write_compaction_segment_numbers_and_indexes_resume_safely ... ok
test session::storage::jsonl::tests::write_jsonl_leaves_no_temp_and_renames_target ... ok
test session::storage::search::tests::test_bootstrap_config_defaults ... ok
test session::storage::search::tests::test_bootstrap_once_sets_flag_eagerly ... ok
test session::storage::search::tests::test_bootstrap_progress_extended_defaults ... ok
test session::storage::search::tests::test_build_session_doc_hashes_content ... ok
test session::storage::search::tests::test_build_session_doc_prefers_generated_title ... ok
test session::storage::search::tests::test_build_session_doc_title_change_changes_hash ... ok
test session::storage::search::tests::test_delta_append_extracts_new_content ... ok
test session::storage::search::tests::test_delta_no_new_bytes ... ok
test session::storage::search::tests::test_delta_rewind_triggers_full_reread ... ok
test session::storage::search::tests::test_delta_truncation_detected ... ok
test session::image_normalize::tests::normalize_images_in_collects_re_encode_fallback_note ... ok
test session::storage::search::tests::test_execute_search_empty_query ... ok
test session::storage::search::tests::test_execute_search_returns_empty_on_fresh_db ... ok
test session::storage::search::tests::test_has_completed_bootstrap_marker_lifecycle ... ok
test session::storage::search::tests::test_recheck_bootstrap_reruns_reindex_when_marker_missing ... ok
test session::storage::search::tests::test_search_index_status_serialization ... ok
test session::storage::search::tests::test_should_skip_session_exact_limit ... ok
test session::storage::search::tests::test_should_skip_session_large_file ... ok
test session::storage::search::tests::test_should_skip_session_nonexistent_file ... ok
test session::storage::search::tests::test_should_skip_session_small_file ... ok
test session::storage::search::tests::test_single_pass_assistant_text_cap ... ok
test session::storage::search::tests::test_single_pass_empty_file ... ok
test session::storage::search::tests::test_single_pass_extracts_assistant_text ... ok
test session::storage::search::tests::test_single_pass_extracts_text_with_json_escapes ... ok
test session::storage::search::tests::test_single_pass_extracts_tool_metadata ... ok
test session::storage::search::tests::test_single_pass_extracts_user_prompts ... ok
test session::storage::search::tests::test_single_pass_handles_rewind ... ok
test session::storage::search::tests::test_single_pass_nonexistent_file ... ok
test session::storage::search::tests::test_single_pass_reports_bytes_read ... ok
test session::storage::search::tests::test_single_pass_thought_chunk_does_not_flush_assistant ... ok
test session::storage::search::tests::test_single_pass_tool_call_count_cap ... ok
test session::storage::search::tests::test_single_pass_tool_chars_cap ... ok
test session::storage::search::tests::test_upgrade_drop_clears_stub_docs_and_hashes ... ok
test session::storage::search_fts::tests::test_content_hash_dedup ... ok
test session::storage::search_fts::tests::test_corrupt_version_row_drops_index ... ok
test session::storage::search_fts::tests::test_cwd_not_searchable ... ok
test session::storage::search_fts::tests::test_delete_doc ... ok
test session::storage::search_fts::tests::test_insert_doc_if_absent_never_overwrites ... ok
test session::storage::search_fts::tests::test_matched_fields_title_vs_content ... ok
test session::storage::search::tests::test_execute_search_completes_on_fresh_db ... ok
test session::storage::search_fts::tests::test_network_mode_uses_fresh_per_host_truncate_db ... ok
test session::storage::search_fts::tests::test_newer_version_index_is_tolerated_not_dropped ... ok
test session::storage::search_fts::tests::test_open_or_create_is_idempotent ... ok
test session::storage::search_fts::tests::test_open_or_create_uses_wal_on_local_fs ... ok
test session::storage::search_fts::tests::test_query_cwd_filter ... ok
test session::storage::search_fts::tests::test_query_and_first_with_or_fallback ... ok
test session::storage::search_fts::tests::test_query_empty_string ... ok
test session::storage::search_fts::tests::test_query_filename_tokens_split ... ok
test session::storage::search_fts::tests::test_query_pagination ... ok
test session::storage::search_fts::tests::test_query_plural_variants ... ok
test session::storage::search_fts::tests::test_query_pure_symbol_fallback ... ok
test session::storage::search_fts::tests::test_query_special_chars_sanitized ... ok
test session::storage::search_fts::tests::test_query_with_snippets ... ok
test session::storage::search_fts::tests::test_upsert_and_query ... ok
test session::storage::search_fts::tests::test_upgrade_drop_invalidates_completed_bootstrap_marker ... ok
test session::storage::search_fts::tests::test_upsert_updates_existing ... ok
test session::storage::search_remote_sync::tests::test_compress_decompress_roundtrip ... ok
test session::storage::search_fts::tests::test_version_mismatch_drops_docs_and_preserves_unrelated_meta ... ok
test session::storage::search_remote_sync::tests::test_gcs_object_path ... ok
test session::storage::search_remote_sync::tests::test_is_local_stale_fresh ... ok
test session::storage::search_remote_sync::tests::test_is_local_stale_no_db ... ok
test session::storage::search_remote_sync::tests::test_is_local_stale_no_meta ... ok
test session::storage::search_remote_sync::tests::test_is_local_stale_old ... ok
test session::storage::search_remote_sync::tests::test_compress_large_file ... ok
test session::storage::search_remote_sync::tests::test_is_local_stale_remote_unknown ... ok
test session::storage::search_remote_sync::tests::test_remote_sync_config_default ... ok
test session::storage::search_remote_sync::tests::test_remote_sync_config_deserialize ... ok
test session::storage::search_remote_sync::tests::test_upload_debounce_initial ... ok
test session::storage::search_remote_sync::tests::test_read_write_last_bootstrap_at ... ok
test session::storage::summary_write::tests::auto_title_applies_when_session_has_no_title ... ok
test session::storage::summary_write::tests::auto_title_does_not_clobber_manual_rename ... ok
test session::storage::summary_write::tests::concurrent_manual_rename_always_wins_over_auto_title ... ok
test session::storage::summary_write::tests::manual_rename_overrides_existing_auto_title ... ok
test session::storage::tests::acp_agent_message_chunk_yields_not_user ... ok
test session::storage::tests::acp_tool_result_yields_not_user ... ok
test session::storage::tests::acp_user_message_chunk_image_yields_not_user ... ok
test session::storage::tests::acp_user_text_chunk_with_json_escapes_yields_user_text ... ok
test session::storage::tests::acp_user_text_chunk_yields_user_text ... ok
test session::storage::tests::acu_anchor_ignores_discriminant_in_meta ... ok
test session::storage::tests::acu_confirm_rejects_nested_update_anchor_in_meta ... ok
test session::storage::tests::acu_drop_ignores_escaped_json_in_content ... ok
test session::storage::tests::acu_line_detection_exact_and_no_false_positive ... ok
test session::storage::tests::acu_real_write_path_serializes_update_before_meta ... ok
test session::storage::tests::collect_assistant_text_caps_at_100k ... ok
test session::storage::tests::collect_assistant_text_extracts_chunks ... ok
test session::storage::tests::collect_pairs_a_reconcile_emitted_finish_with_its_spawn ... ok
test session::storage::tests::collect_prompts_ignores_unmarked_phantoms_when_markers_present ... ok
test session::storage::tests::collect_prompts_mixed_unmarked_prefix_then_markers ... ok
test session::storage::tests::collect_tool_metadata_caps_at_200_calls ... ok
test session::storage::tests::collect_tool_metadata_extracts_title_and_paths ... ok
test session::storage::tests::collect_unfinished_subagents_handles_legacy_top_level_lines ... ok
test session::storage::tests::empty_string_yields_not_user ... ok
test session::storage::tests::fast_reject_handles_discriminant_substring_in_content ... ok
test session::storage::tests::fast_reject_rewind_marker_in_content ... ok
test session::storage::tests::filter_delta_replay_drops_blank_acu_and_rewinds ... ok
test session::storage::tests::filter_rewind_double_rewind ... ok
test session::storage::tests::filter_rewind_ignores_unmarked_phantoms_when_markers_present ... ok
test session::storage::tests::filter_rewind_mixed_unmarked_prefix_then_markers ... ok
test session::storage::tests::filter_rewind_removes_dead_branch ... ok
test session::storage::tests::filter_rewind_to_zero_clears_all ... ok
test session::storage::tests::from_str_known_xai_variant_still_works ... ok
test session::storage::tests::from_str_unknown_xai_variant_deserializes_via_envelope ... ok
test session::storage::tests::full_round_trip_with_rewind ... ok
test session::storage::tests::iterator_malformed_line_does_not_panic ... ok
test session::storage::tests::iterator_multi_chunk_user_message ... ok
test session::storage::tests::iterator_nonexistent_file_returns_none ... ok
test session::storage::tests::iterator_rewind_marker_truncates ... ok
test session::storage::tests::iterator_single_user_prompt ... ok
test session::storage::tests::iterator_skips_blank_lines ... ok
test session::storage::tests::legacy_format_non_user_update ... ok
test session::storage::tests::legacy_format_user_message_chunk ... ok
test session::storage::tests::malformed_json_yields_not_user ... ok
test session::storage::tests::parse_extracts_prompt_index_from_update_meta ... ok
test session::storage::tests::prepare_replay_cursor_not_found_returns_all ... ok
test session::storage::tests::prepare_replay_cursor_on_dropped_acu_resolves ... ok
test session::storage::tests::prepare_replay_cursor_refused_when_tail_has_event_id_less_line ... ok
test session::storage::tests::prepare_replay_cursor_skips_to_position ... ok
test session::storage::tests::prepare_replay_drops_available_commands_update ... ok
test session::storage::tests::prepare_replay_extracts_max_event_seq ... ok
test session::storage::tests::prepare_replay_no_event_ids_yields_none_max_seq ... ok
test session::storage::tests::prepare_replay_reports_spawn_without_finish ... ok
test session::storage::tests::prepare_replay_rewind_then_cursor_with_acu ... ok
test session::storage::tests::prepare_replay_rewind_truncates_and_drops_acu ... ok
test session::storage::tests::prepare_replay_scans_last_total_tokens_across_kept_lines ... ok
test session::storage::tests::prepare_replay_single_pass_matches_reference ... ok
test session::storage::tests::prepare_replay_trailing_acu_dropped ... ok
test session::storage::tests::prepare_replay_trailing_rewind_marker_empties ... ok
test session::storage::tests::unknown_json_object_yields_not_user ... ok
test session::storage::tests::updates_truncate_ignores_unmarked_phantoms_when_markers_present ... ok
test session::storage::tests::updates_truncate_mixed_unmarked_prefix_then_markers ... ok
test session::storage::tests::updates_truncate_splits_consecutive_marked_prompts_without_agent ... ok
test session::storage::tests::xai_diff_review_yields_not_user ... ok
test session::storage::tests::xai_rewind_marker_yields_rewind_to ... ok
test session::storage::tests::xai_rewind_to_zero_yields_rewind_to_zero ... ok
test session::streaming_capture::streaming_turn_capture_tests::byte_cap_counts_across_segments ... ok
test session::streaming_capture::streaming_turn_capture_tests::clear_on_commit_resets_cap_so_later_generation_appends ... ok
test session::streaming_capture::streaming_turn_capture_tests::doom_loop_stamp_folds_and_round_trips ... ok
test session::streaming_capture::streaming_turn_capture_tests::finalize_keeps_only_uncommitted_generations ... ok
test session::streaming_capture::streaming_turn_capture_tests::finalize_with_only_committed_generations_is_empty ... ok
test session::streaming_capture::streaming_turn_capture_tests::new_prompt_id_resets_to_single_turn ... ok
test session::streaming_capture::streaming_turn_capture_tests::same_turn_stream_starts_accumulate_segments ... ok
test session::streaming_capture::streaming_turn_capture_tests::textless_doom_stamp_folds_instead_of_leaking_to_next_generation ... ok
test session::streaming_capture::streaming_turn_capture_tests::token_metadata_capture_is_not_empty ... ok
test session::streaming_capture::streaming_turn_capture_tests::token_stamps_survive_finalize ... ok
test session::tests::from_prompt_id_notification_drain ... ok
test session::tests::from_prompt_id_subagent_completed ... ok
test session::tests::from_prompt_id_task_completed ... ok
test session::tests::from_prompt_id_user ... ok
test session::tests::goal_classifier_nudge_origin_from_prompt_id ... ok
test session::tests::goal_classifier_nudge_origin_round_trips_through_from_prompt_id ... ok
test session::tests::goal_summary_origin_from_prompt_id ... ok
test session::tests::hide_user_echo_from_scrollback_by_origin ... ok
test session::tests::notification_drain_is_server_initiated ... ok
test session::tests::plan_resume_origin_from_prompt_id ... ok
test session::tests::scheduler_fired_origin_from_prompt_id ... ok
test session::tool_index::tests::e2e_exact_bare_tool_name_grafana ... ok
test session::tool_index::tests::e2e_exact_match_case_insensitive_grafana ... ok
test session::tool_index::tests::e2e_exact_match_mattermost ... ok
test session::tool_index::tests::e2e_exact_match_other_grafana_tools ... ok
test session::tool_index::tests::e2e_exact_qualified_name_grafana ... ok
test session::tool_index::tests::e2e_fuzzy_datasources ... ok
test session::tool_index::tests::e2e_fuzzy_grafana_alert ... ok
test session::tool_index::tests::e2e_fuzzy_search_dashboards ... ok
test session::tool_index::tests::e2e_fuzzy_search_posts_mattermost ... ok
test session::tool_index::tests::e2e_no_match_falls_through_to_bm25 ... ok
test session::tool_index::tests::e2e_total_hidden_tools_correct ... ok
test session::tool_index::tests::extract_parameter_names_from_schema ... ok
test session::tool_index::tests::fmt_bare_camel_case ... ok
test session::tool_index::tests::fmt_bare_kebab_case ... ok
test session::tool_index::tests::fmt_bare_pascal_case ... ok
test session::tool_index::tests::fmt_bare_single_word ... ok
test session::tool_index::tests::fmt_bare_snake_case ... ok
test session::tool_index::tests::fmt_case_insensitive_bare_camel ... ok
test session::tool_index::tests::fmt_case_insensitive_qualified_kebab_pascal ... ok
test session::tool_index::tests::fmt_case_insensitive_qualified_snake_snake ... ok
test session::tool_index::tests::fmt_exact_kebab_pascal ... ok
test session::tool_index::tests::fmt_exact_kebab_server_camel_tool ... ok
test session::tool_index::tests::fmt_exact_kebab_server_snake_tool ... ok
test session::tool_index::tests::fmt_exact_simple_camel ... ok
test session::tool_index::tests::fmt_exact_simple_kebab_tool ... ok
test session::tool_index::tests::fmt_exact_simple_single_word ... ok
test session::tool_index::tests::fmt_exact_simple_snake ... ok
test session::tool_index::tests::fmt_exact_snake_server_pascal_tool ... ok
test session::tool_index::tests::fmt_exact_snake_server_snake_tool ... ok
test session::tool_index::tests::fmt_kebab_server_only_falls_through ... ok
test session::tool_index::tests::fmt_leading_trailing_whitespace ... ok
test session::tool_index::tests::fmt_server_name_only_falls_through ... ok
test session::tool_index::tests::fmt_snake_server_only_falls_through ... ok
test session::tool_index::tests::fmt_whitespace_qualified ... ok
test session::tool_index::tests::fmt_wrong_server_prefix_falls_through ... ok
test session::tool_index::tests::fmt_wrong_tool_name_falls_through ... ok
test session::tool_index::tests::gateway_exact_canonical_name_match_returns_tool ... ok
test session::tool_index::tests::gateway_only_snapshot_can_stay_partial ... ok
test session::tool_index::tests::gateway_tool_with_canonical_connector_tool_name_appears_in_results ... ok
test session::tool_index::tests::haystack_bm25_create_notion_page ... ok
test session::storage::summary_write::tests::concurrent_writes_do_not_lose_updates ... ok
test session::tool_index::tests::haystack_bm25_github_pull_request ... ok
test session::tool_index::tests::haystack_bm25_github_search_code ... ok
test session::tool_index::tests::haystack_bm25_grafana_dashboards ... ok
test session::tool_index::tests::haystack_bm25_grafana_alert_rule ... ok
test session::tool_index::tests::haystack_bm25_linear_create_issue ... ok
test session::tool_index::tests::haystack_bm25_read_slack_thread ... ok
test session::tool_index::tests::haystack_bm25_search_notion_pages ... ok
test session::tool_index::tests::haystack_bm25_search_slack_public ... ok
test session::tool_index::tests::haystack_camel_case_query_finds_tool ... ok
test session::tool_index::tests::haystack_bm25_send_slack_message ... ok
test session::tool_index::tests::haystack_disambiguate_linear_create_vs_github_create ... ok
test session::tool_index::tests::haystack_disambiguate_notion_create_comment_vs_linear ... ok
test session::tool_index::tests::haystack_exact_bare_name ... ok
test session::tool_index::tests::haystack_exact_grafana_pascal ... ok
test session::tool_index::tests::haystack_exact_notion_kebab ... ok
test session::tool_index::tests::haystack_exact_qualified_name ... ok
test session::tool_index::tests::haystack_disambiguate_search_public_vs_private ... ok
test session::tool_index::tests::haystack_kebab_tool_partial ... ok
test session::tool_index::tests::haystack_partial_snake_case_query ... ok
test session::tool_index::tests::haystack_total_tools ... ok
test session::tool_index::tests::haystack_underscore_joined_natural_query ... ok
test session::tool_index::tests::haystack_qualified_name_typo_server ... ok
test session::tool_index::tests::list_server_summaries_excludes_removed_tools ... ok
test session::tool_index::tests::list_server_summaries_groups_gateway_tools_by_connector_id ... ok
